Word,L2.Val.Mean,L2.Val.SD,L2.Val.N,L2.Aro.Mean,L2.Aro.SD,L2.Aro.N,L1.Val.Mean,L1.Val.SD,L1.Val.N,L1.Val.Mean.Young,L1.Val.SD.Young,L1.Val.N.Young,L1.Aro.Mean,L1.Aro.SD,L1.Aro.N,L1.Aro.Mean.Young,L1.Aro.SD.Young,L1.Aro.N.Young,Freq
drip,5.07,1.71,15,4.29,1.96,17,5.52,1.94,21,6,2.04,13,3.7,2.3,20,4,2.3,12,261
driver,5.19,1.47,16,5.07,2.2,27,6.39,1.72,18,5.91,1.51,11,3.15,2.41,20,2,1.66,9,2416
drool,4.02,1.92,45,4.33,1.6,43,3.28,1.81,18,3.83,2.79,6,2.7,1.84,20,1.86,0.9,7,110
drug,3.2,2.25,59,4.12,2.44,57,4.11,1.84,18,3.73,1.79,11,4.48,2.52,21,4.22,3.03,9,2306
drugs,4,2.94,14,NA,NA,NA,3.86,2.23,22,3.25,2.66,8,5.78,2.66,23,6.22,2.33,9,2464
drunken,4.57,2.34,14,NA,NA,NA,3,2.11,19,3.67,2.69,9,4.36,2.38,22,5.1,2.6,10,315
dry,3.58,1.57,36,4.1,1.97,49,4.86,1.75,22,4.58,1.93,12,3.8,2.14,20,4.56,2.3,9,2184
duct,4.77,1.64,13,4.56,1.67,16,4.24,1.55,21,4.25,1.57,16,2.8,2.06,25,2.5,2.21,14,160
due,3.33,2.06,15,6.06,2.54,17,4.94,2.15,18,4.91,2.3,11,4.38,3.01,21,3.78,3.11,9,2275
duel,4.37,1.24,27,5.26,2.03,31,5.05,1.54,20,5.5,1.58,10,5.55,2.61,20,6.5,2.67,8,120
dull,3.27,1.85,37,3.33,1.97,45,3.4,0.94,20,3.6,0.97,10,1.67,1.03,18,1.71,0.76,7,616
dummy,3.71,1.84,80,4.11,1.84,72,3.66,1.7,38,4.12,1.69,17,3.79,2.15,38,3.21,1.93,14,500
dump,3.03,1.52,37,4.58,1.96,45,3.73,1.82,41,3.75,2,20,3.67,2.06,21,4,2.24,7,1470
duplicate,5.43,1.45,14,NA,NA,NA,4.7,1.53,20,4.82,1.6,11,4.5,2.33,20,4.18,2.04,11,117
dust,3.16,1.5,37,3.94,2.26,47,3.72,1.45,18,4.14,1.77,7,3.45,2.19,20,2.33,1.87,9,1216
dusty,3.78,1.53,27,4.03,1.86,33,3.95,1.51,19,4,1.41,9,4.1,2.32,21,3.44,1.67,9,283
dynamic,6.56,1.63,16,5.27,2.01,26,6.1,1.87,21,5.83,2.37,12,5.43,2.45,23,5.62,2.25,16,107
dynasty,5.04,1.83,24,4.52,1.68,29,5.16,1.17,19,5.11,0.78,9,4.45,1.99,20,5,2.06,9,130
earth,6.57,1.95,37,4.43,2.12,46,6.83,1.28,40,7.19,1.17,16,5.04,2.65,23,6.1,2.6,10,5074
ease,6,2.21,85,4.37,2.44,78,6.15,2.13,20,6.57,1.79,14,2.45,1.41,22,2.67,1.3,12,974
eastern,6.53,1.51,15,4.29,2.34,17,5.37,1.01,19,5,1,7,3.48,1.6,21,3.57,1.9,7,414
eat,7.59,1.52,37,6,2.18,47,7.1,1.73,41,6.87,1.83,30,4.38,2.79,45,3.83,2.71,18,12846
eccentric,6.23,1.64,13,6.47,2.1,15,5.37,1.67,19,5.08,1.26,13,5.19,2.25,21,5.62,2.72,8,179
economic,4.16,1.91,85,4.01,1.89,77,5.1,1.71,20,5.5,1.6,8,3.62,1.86,21,3.8,1.81,10,253
economy,4.42,1.75,36,4.73,1.83,49,3.64,1.89,22,2.88,1.25,8,5.32,2.23,22,4.78,2.73,9,296
editing,NA,NA,NA,4.71,2.39,21,5.45,1.47,22,5.75,1.06,12,5.58,2.29,19,5.7,2.21,10,108
edition,5.07,1.51,60,4.64,1.93,58,5.3,0.86,20,5.11,0.93,9,3.79,2.21,24,3.83,2.08,12,249
effective,6.71,1.73,14,NA,NA,NA,6.95,1.84,19,6.71,1.8,7,3.95,2.32,22,4,1.94,10,536
efficiency,6.76,1.89,37,5.15,2.07,46,6.74,2.05,19,6.44,2.35,9,3.74,2.24,23,3.58,2.35,12,139
efficient,6.85,1.8,59,6.19,2.26,57,6.95,1.32,21,6.22,1.3,9,3.86,2.36,22,4.4,2.07,5,253
ego,3.4,2.23,15,5.11,2.19,27,4.38,1.83,21,4.5,2.02,12,4.17,2.53,24,4.5,2.59,10,382
elbow,5.43,1.22,14,NA,NA,NA,5.38,1.07,39,5.13,0.92,23,3.2,2.12,44,3.31,2.28,26,313
elder,4.71,1.44,14,NA,NA,NA,6.11,1.91,18,6.4,2.22,10,2.5,1.93,20,2.75,2.19,8,359
election,4.95,1.55,58,4.86,2.23,56,4.5,1.74,22,5.12,2.1,8,4.23,2.3,26,4.31,2.18,13,560
electrical,4.86,1.73,58,5.36,1.95,58,5.57,1.85,23,6.07,1.9,14,6,2.47,20,6.67,2.35,12,440
electricity,5.38,2.03,16,4.78,2.06,27,6.15,1.69,20,6.33,1.73,9,4.3,2.69,23,4.5,2.71,12,584
elementary,NA,NA,NA,4.82,1.94,22,6.11,1.49,19,6,1.73,9,3.5,2.14,20,3.86,2.34,7,242
eliminate,3.6,1.84,15,4.94,2.16,17,3.89,1.49,19,3.12,1.64,8,3.64,2.36,22,3.78,2.68,9,305
embarrassed,2.44,1.36,16,4.88,2.44,26,3.51,1.72,41,3.32,1.62,22,5.38,2.44,45,5.15,2.72,26,1093
emotional,5.22,2.03,36,5.8,1.77,49,5.11,1.79,19,5.56,2.13,9,5.32,2.46,22,5.2,2.62,10,1081
employee,4.81,1.95,58,4.82,1.98,57,5.29,2.1,21,4.92,2.33,13,4.65,2.89,20,4.17,3.01,12,590
employer,4.8,2.07,59,4.97,2.2,58,5.3,1.56,20,5.2,1.93,10,4.06,2.54,17,6,2,6,274
employment,NA,NA,NA,6.05,1.86,21,6,1.86,19,6.33,1.94,9,5.02,2.68,44,4.75,2.2,20,272
empress,5.57,1.55,14,5.27,0.96,15,4.95,1.47,20,5.21,0.89,14,3.87,2.16,23,4,2.69,9,147
empty,3.47,1.82,60,3.67,1.81,58,3.78,1.77,18,3.55,1.04,11,2.25,1.65,20,1.67,1.12,9,2409
enchanted,6.64,1.97,56,5.94,2.44,54,7.16,1.57,19,6.43,1.9,7,5.27,2.73,22,5.1,2.28,10,141
enchanting,6.84,1.89,32,5.07,2.06,45,6.8,1.44,20,6.8,0.92,10,5.56,2.23,18,5.6,2.46,10,104
encore,6.36,1.6,14,5.44,2.13,16,6.9,1.48,21,6.78,1.48,9,4.09,2.2,22,5.4,1.52,5,126
endure,4.58,1.47,26,4.94,1.89,33,4.95,1.47,20,4.64,1.34,14,3.77,2.02,22,4,1.95,12,225
enemy,2.7,2.1,60,5.16,2.44,58,2.22,1.44,18,2.55,1.63,11,5.3,2.85,20,5.67,3.08,9,2474
energy,NA,NA,NA,6.59,2.46,22,6.9,2.07,21,6.92,2.19,12,6.25,2.57,20,6.22,2.68,9,1678
engaged,6.81,1.64,16,5.27,2.24,26,6.78,1.85,41,6.57,2.17,23,5.2,2.31,20,6.1,2.33,10,1327
engine,4.83,1.96,58,4.97,2.11,58,5.48,1.74,42,5.9,1.77,20,3.89,1.97,18,4,1.89,10,1626
enormous,5.44,1.86,85,5.26,2.02,77,5.68,1.63,19,5.57,2.3,7,5.05,2.4,21,4.71,2.75,7,526
entertaining,6.9,2.02,84,6.57,2.26,75,8,0.84,21,8.38,0.74,8,5.28,2.34,25,4.79,2.39,14,288
enthusiasm,7.13,1.64,15,7.12,1.9,17,7.14,1.35,21,6.64,1.43,11,4.18,2.79,22,3.8,3.9,5,229
entrance,6.27,1.71,15,4.65,2.42,17,6.05,1.53,21,6.8,1.75,10,3.7,1.94,23,4,2.19,11,800
environment,6.29,1.44,14,NA,NA,NA,6.7,2.05,20,6.4,2.59,10,3.45,2.21,20,3.38,2.33,8,652
environmental,4.56,1.9,16,3.7,1.59,27,5.5,1.34,22,5.62,1.69,8,6.05,2.36,22,6.22,2.95,9,167
envy,3.07,2.03,57,4.96,2.26,56,3.05,1.85,20,3.25,1.28,8,4.35,2.8,20,4.11,2.57,9,487
episode,NA,NA,NA,5.71,2.03,21,5,1.53,19,5.38,2.2,8,3.67,2.33,21,3.22,2.28,9,627
equal,5.98,1.64,60,5.24,2.15,58,6.47,1.81,19,6.78,1.39,9,3.52,1.94,21,3.92,1.71,13,682
equipment,5.62,1.78,16,4.85,1.75,27,5.62,1.53,21,5.83,1.11,12,3.04,2.84,24,3.4,2.8,10,1298
erotic,5.5,1.87,24,5.5,2.12,28,5.83,1.69,18,5.6,1.07,10,7.27,2.51,22,6.55,3.24,11,200
escape,6.43,1.55,14,NA,NA,NA,5.5,1.76,18,5.64,1.96,11,4.55,2.58,20,4.56,2.24,9,2258
escort,5.29,1.64,31,4.72,1.89,43,5.35,1.46,20,5.21,1.67,14,5.32,2.4,22,4.5,2.32,12,749
establish,NA,NA,NA,5.27,2.27,22,5.58,1.3,19,6,1.2,8,3.72,2.16,18,4.14,1.57,7,323
eternity,5.97,2.07,33,5.37,2.06,43,6.05,2.33,20,6,2.22,14,3.77,2.71,22,3.42,2.11,12,407
evacuation,3.55,1.74,77,4.88,2.14,69,4.23,1.72,22,4.5,1.72,10,5.24,2.79,21,4.36,2.54,11,169
evaluation,4.57,2.41,14,NA,NA,NA,4.86,1.17,22,5.17,0.72,12,5.89,2,19,6.2,2.15,10,225
evening,6.48,1.67,27,4.36,2.46,33,7.09,1.87,22,6.86,2.07,14,3.1,2,21,3.33,2.18,9,6155
event,NA,NA,NA,5.81,2.06,21,6.21,1.86,38,6.18,2.06,22,5.1,2.45,21,5.4,2.27,10,1345
everyday,NA,NA,NA,4.91,2.16,22,5.47,1.78,19,5.6,1.43,10,3.14,2.19,22,2.67,1.94,9,555
evidence,5.63,1.5,59,5.75,1.88,57,4.72,2.19,18,3.82,1.83,11,3.9,2.51,20,3.22,2.86,9,4335
evolution,5.89,1.76,27,4.64,1.83,33,5.35,2.06,20,5.36,2.16,11,6.3,2.81,20,6.64,2.38,11,272
exact,6.06,1.95,16,5,2.08,25,5.58,1.46,19,5.14,1.95,7,3.95,1.99,21,3.43,1.9,7,1154
example,5.86,1.61,14,NA,NA,NA,4.9,2,21,4.58,1.73,12,3.55,1.9,20,3.56,2.4,9,1527
excellent,NA,NA,NA,6.52,2.5,21,7.56,1.92,18,7,2.24,11,5.15,3.05,20,4.78,3.38,9,2688
exceptional,6.43,1.45,14,NA,NA,NA,7.32,1.83,19,7.67,2.06,9,5,2.37,23,4.7,2.63,10,149
excessive,NA,NA,NA,5.55,1.82,22,4.37,1.61,19,5,1.48,11,3.73,2.88,22,3.18,2.48,11,124
excuse,3.38,1.5,16,4.96,1.79,27,4.52,1.75,21,4.86,2.27,7,3.61,1.97,44,3.72,2.02,18,18773
exhibit,5.36,1.77,85,5,2.11,77,5.77,1.34,22,5.88,1.46,8,5.48,2.27,23,5.67,2.65,9,388
exhibition,5.73,1.62,60,5.47,1.95,57,5.53,1.26,19,5.14,1.07,7,5.38,2.13,21,5.43,2.57,7,207
existence,5.97,2.11,37,5.02,2.17,48,6.25,1.59,20,6,1.57,14,4.38,2.09,21,3.5,1.73,12,596
exit,4.85,1.51,27,4.55,2.05,33,5.35,1.09,20,5.27,0.9,11,3.18,1.97,22,3.89,1.9,9,794
exotic,6.56,2.26,55,6.23,2.69,53,7.55,1.57,20,7.18,1.72,11,6.9,2.15,20,6.64,1.96,11,306
expect,5.31,1.62,16,5.38,1.98,26,5.95,1.8,21,6.15,2.15,13,4.86,2.03,21,5,2.18,9,5299
expedition,6.71,1.64,14,5.94,1.89,17,6.53,2.01,19,6.38,2.26,8,4.5,2.7,22,3.89,2.89,9,289
expensive,3.74,1.43,27,5.39,2.09,33,3.36,1.99,22,3.5,2.24,12,6.1,2.38,20,5.78,2.77,9,1425
experimental,5.07,1.82,60,5.17,1.98,58,5.65,1.6,20,5.11,1.36,9,5.57,2.25,21,6,2.2,13,199
expert,5.83,2.12,60,5.46,2.26,56,6.74,1.66,19,6.71,1.38,7,4.05,1.73,20,4.67,1.12,9,1128
expertise,6,2,15,4.72,2.01,25,6.1,1.48,20,5.82,1.66,11,5.95,1.23,20,5.82,1.4,11,203
explode,5.19,2.48,16,5.31,2.2,26,4.38,1.75,21,4.45,1.92,11,5.32,2.77,22,2.8,2.05,5,499
exploit,3.44,2.31,16,5.3,1.66,27,3.65,2.43,20,3.56,2.3,9,5.24,2.14,21,5.23,1.64,13,125
explore,6.34,2.02,85,6.45,2.23,78,7,1.45,21,7.09,1.64,11,4.05,2.55,22,3.2,3.03,5,317
explosive,4.27,2.42,59,5.89,2.38,57,4.14,2.13,21,3.25,3.86,4,6.62,1.86,21,6.5,2.27,10,271
exposure,NA,NA,NA,5.1,2.34,21,4.81,1.89,21,4.75,1.26,4,5.45,2.48,20,5.11,2.67,9,291
express,5.85,1.85,84,5.46,1.91,79,5.53,1.39,19,5.89,1.96,9,4.79,2.28,24,4.42,2.27,12,914
expression,6,1.11,14,NA,NA,NA,6.15,1.84,20,6.7,1.34,10,4.33,2.68,18,5.14,2.97,7,651
extension,6.29,1.33,14,NA,NA,NA,5,1.41,21,4.88,1.64,8,4.15,2.59,26,4.38,2.6,13,275
external,5.24,1.3,58,5.29,1.78,56,5.37,1.42,19,5.2,0.92,10,3,1.75,20,2.17,1.6,6,126
extinct,2.74,1.48,27,4.45,1.75,33,2.74,1.37,19,2.17,1.6,6,4.55,2.46,20,3.57,2.15,7,128
extortion,3.66,1.85,67,4.62,1.82,60,2.15,1.14,20,2.2,1.03,10,4.56,2.83,16,4.75,2.92,8,131
extra,6.93,1.49,15,5.82,2.46,17,6.39,1.72,18,6.18,1.66,11,2.9,2.1,20,2.11,1.54,9,3017
eyes,6.19,1.87,59,5.26,2.39,57,6.57,1.89,21,7,1.41,7,3.18,2.02,22,3.4,2.12,10,11299
eyewitness,4.27,1.44,15,5.47,2.07,17,4.47,1.65,19,4.6,0.97,10,4.73,2.33,22,5.56,2.01,9,202
fabulous,NA,NA,NA,6.65,2.21,20,7.84,1.54,19,8.33,1.21,6,5.15,2.48,20,5,3,7,1046
face,5.67,1.47,27,4.76,1.97,33,6.36,1.54,42,6.38,1.09,16,4.59,2.5,39,4.95,2.41,19,14747
facial,6.24,1.89,58,5.28,2.34,57,6.24,1.84,21,7,1.94,9,4.55,2.95,20,5.11,2.8,9,293
facility,4.81,1.46,83,4.35,1.71,77,5.33,1.85,21,5.31,2.36,13,4,2.71,20,4.42,3.03,12,723
factor,5.86,1.61,14,NA,NA,NA,4.9,1.04,21,4.5,1,4,3.6,1.88,20,3.56,2.3,9,370
fade,3.88,1.93,59,3.88,1.98,57,4.65,1.53,20,4.8,1.61,15,3.2,2.61,25,3.71,2.95,14,286
faggot,2.8,1.72,89,4.15,2.08,91,2.32,1.97,19,2.18,1.33,11,5.68,3.09,22,4.55,3.14,11,350
fail,NA,NA,NA,5.62,2.56,21,2.33,1.32,21,2.42,1.56,12,5.5,2.76,20,4.89,3.22,9,1254
failure,3.43,2.77,14,NA,NA,NA,2.15,1.17,40,1.85,1.09,20,5,2.49,45,4.72,2.87,18,1021
faint,3.7,1.59,27,4.33,1.78,33,4,1.48,21,4.7,1.7,10,3.74,2.22,23,3.64,2.34,11,473
fair,7.71,0.73,14,NA,NA,NA,7.14,1.42,22,7.29,1.44,14,3.29,2.17,21,3.78,2.33,9,4832
faith,NA,NA,NA,5.5,2.01,20,6.44,2.5,18,5.91,2.51,11,3.4,2.06,20,3,2.12,9,2363
faithful,NA,NA,NA,5.71,1.95,21,7.95,1.07,21,8,0.93,8,4.48,2.58,25,4.36,2.5,14,465
fall,3.84,1.95,37,5.31,1.9,49,3.89,2.31,19,5.29,2.36,7,4.24,2.17,21,4.56,1.74,9,6044
family,8.19,1.11,16,4.81,2.69,27,7.25,1.89,20,6.43,2.23,7,4.35,2.7,20,3.71,2.5,7,18067
fancy,6.3,1.71,27,5.38,2.25,32,7.43,1.6,21,7.92,1.16,12,5.42,2.57,19,5.12,2.85,8,1777
fantastic,7.22,1.42,27,5.44,2.14,32,8.36,0.79,22,8.33,0.78,12,6.4,2.6,20,6.22,2.49,9,2029
farewell,4.57,2.14,14,NA,NA,NA,3.43,1.43,21,3,1.35,13,4.2,2.35,20,4.5,2.11,12,482
farm,6.12,1.59,16,3.54,2,26,6.22,1.73,40,6,1.94,18,3.05,2.42,22,3.56,2.51,9,1532
fart,3.51,2.19,80,4.49,2.06,72,4.05,2.38,21,3.4,2.32,10,4.74,2.36,23,5.36,2.2,11,328
fascinating,7.22,1.83,58,6.82,2.24,55,7.37,1.26,19,6.86,1.21,7,5.14,2.56,21,5.86,2.41,7,769
fashion,7.16,1.61,37,6.25,2.16,48,5.26,2.45,23,5.25,2.42,12,5.25,2.71,20,4.64,2.87,11,957
fasten,5.05,1.6,37,4.86,1.82,43,5.63,1.16,19,5.57,1.16,14,4,2.2,22,4.5,2.78,8,190
fat,2.57,1.94,86,4.19,2.25,79,2.74,1.74,42,2.81,1.87,16,3.89,2.5,45,4.24,2.72,21,4051
fate,5.43,2.53,14,5.82,2.1,17,5.38,2.22,21,5.42,2.35,12,5.2,2.38,20,4.67,2.4,9,1375
father,7.2,2.18,60,6.03,2.68,58,6.88,1.78,41,6.5,1.97,16,3.68,2.14,19,2.29,1.11,7,28279
fatso,3.27,1.92,62,4.16,1.76,56,2.68,1.53,19,3.14,1.95,7,5.33,2.39,21,4.71,2.5,7,161
fatty,3.05,2.31,59,4.39,2.27,57,2.38,1.6,21,2.33,1.94,9,3.35,2.28,20,3.33,1.87,9,260
fault,2.67,1.4,15,5.18,1.59,17,3.53,1.66,38,3.71,1.65,21,4.02,2.51,46,3.58,2.7,26,5310
fear,NA,NA,NA,5.82,2.36,22,2.93,1.79,42,3.59,2.29,17,6.14,2.76,21,7,2.77,7,3523
fearful,3,2.24,15,6.41,2.29,17,2.66,1.78,41,2.31,1.35,16,5.45,2.63,42,5.21,2.94,19,110
fearless,7.43,1.45,14,NA,NA,NA,5.81,1.97,21,6.27,2.1,11,4.05,2.6,21,3.2,3.19,5,152
feature,5.67,1.47,27,4.12,1.54,32,5.6,1.27,20,5.36,1.15,14,3.91,2,22,3.83,1.75,12,298
federal,NA,NA,NA,4.14,2.14,22,3.06,1.47,18,3.57,1.51,7,4.45,2.42,20,4.56,2.7,9,1173
federation,NA,NA,NA,4.9,2.28,21,4.68,1.16,19,4.78,1.48,9,3.55,1.76,20,4,2.06,9,197
fee,3.07,1.69,27,5,2.17,32,2.86,1.55,22,2.88,1.64,8,4.08,2.78,26,4.62,3.12,13,494
felony,3.18,2.05,33,5.15,1.9,41,2.42,1.5,19,2.75,1.67,8,4.95,2.24,22,4.22,2.05,9,285
fence,4.8,1.82,15,3.76,2.22,17,5.05,1.84,19,4.5,2.51,6,2.7,2.11,20,2.29,1.89,7,819
fetch,5.23,1.18,26,4.16,1.51,32,5.32,1.49,22,5.55,1.81,11,4.05,2.54,22,3.55,2.25,11,559
fiancee,7,1.75,14,NA,NA,NA,7.14,1.67,22,7.75,1.16,8,5.04,2.8,23,5.22,3.23,9,154
fighter,5.86,1.83,14,6.82,2.04,17,5.1,2.3,21,6,2.67,10,5.3,2.16,23,5.18,2.14,11,652
figure,NA,NA,NA,4.91,2.18,22,5.09,1.54,22,4.5,1.45,14,3.67,2.27,21,3.44,2.88,9,6598
filth,2.74,1.53,27,4.03,2.04,33,2.62,1.36,37,2.45,1,20,4.09,2.58,43,4.33,2.64,15,231
finance,5.14,2.25,37,5.45,2.04,49,4.81,2.11,21,5.5,1.87,6,5.6,2.09,20,5.7,2.26,10,273
financial,4.51,1.88,87,4.67,1.95,79,5,2,20,5.1,2.28,10,4.55,2.31,20,3.25,1.67,8,777
fire,4.12,2.03,58,5.91,2.33,58,4.32,2.36,19,4.4,2.32,10,6.05,2.18,21,6.71,1.98,7,10990
fireman,5.86,1.75,37,5.11,1.73,47,6.47,1.78,19,7.22,1.72,9,4.52,2.23,23,5,2.36,10,149
fireplace,5.81,2.59,16,4.37,2.26,27,5.95,1.5,21,6.15,1.72,13,5.2,3,20,5.17,2.82,12,259
fireworks,7.59,1.75,59,7.36,2.16,58,6.8,1.4,20,7.43,1.4,7,6.05,2.53,42,5.81,2.71,21,287
firm,NA,NA,NA,4.95,2.11,21,5.36,1.33,22,5.83,1.53,12,4.3,2.08,20,5,1.87,9,1799
fish,6,1.93,16,4.58,2.1,26,6.42,1.67,45,6.43,1.79,30,3.33,2.51,42,4.07,3.22,15,4258
fishing,5.67,2.05,84,4.86,2.43,79,7.05,1.93,19,6.33,2.35,9,3.6,2.58,20,4.43,3.46,7,1204
fishy,5.57,2.77,14,NA,NA,NA,4.2,1.47,20,4.1,1.29,10,3.11,2,19,3,2.24,7,143
fix,5.48,1.9,85,4.53,1.96,77,6.11,1.68,18,5.82,1.78,11,3.6,2.52,20,3,2.87,9,4426
flag,6.43,1.22,14,NA,NA,NA,6.1,2.47,20,4.71,2.29,7,3.74,2.53,23,4,3.02,10,892
flame,5.29,1.44,14,NA,NA,NA,5.9,1.59,20,6.55,1.44,11,6.6,2.54,20,6.27,2.24,11,461
flank,NA,NA,NA,4.94,2.29,18,4.95,1.46,22,4.88,0.64,8,3.91,2.23,23,3.67,2.78,9,236
flap,4.44,1.67,80,4.45,1.77,74,5.74,1.59,19,5.82,1.4,11,3.45,2.44,22,3.27,2.37,11,135
flash,5.97,1.83,60,5.93,2.06,57,5.53,1.43,19,5.33,1.8,9,5.38,2.25,21,5.62,2.14,13,783
flashlight,6.14,0.86,14,NA,NA,NA,6,2.05,21,6.71,2.36,7,4.04,2.8,23,4.55,3.3,11,302
flat,4.8,1.7,85,4.38,1.91,77,4.43,1.21,21,4,1.41,12,3.04,1.82,23,3.25,1.69,16,1337
flatter,6.19,2.07,16,5,1.98,26,6.1,2.1,20,6.9,1.2,10,4.61,2.83,18,4.4,3.2,10,200
flattering,5.73,2.12,15,5.5,2.06,26,7.14,1.2,21,7.75,1.28,8,4.92,2.38,25,5.29,2.37,14,195
flavor,7.2,1.52,15,5.53,1.87,17,6.45,1.7,20,6.14,1.66,14,4.41,2.46,22,5,2.6,9,255
flea,3.45,2.37,33,4.6,1.96,42,3,1.61,21,3.08,1.73,12,3,2.43,23,3.7,2.79,10,169
fleet,5.08,1.44,51,5.27,1.54,48,5.4,1.88,20,5.5,1.7,14,4.43,2.37,23,5,2.92,9,540
flick,5,1.44,26,5.09,1.94,32,5.41,1.14,22,5.62,1.19,8,4.31,2.2,26,4,2.35,13,257
flier,4.54,1.33,13,4.94,2.08,17,4.19,1.91,21,3.5,2.28,12,4.43,2.35,23,4.38,2.22,16,109
flipping,6.14,1.29,14,NA,NA,NA,5.33,1.33,18,5.57,1.62,7,3.95,2.09,20,3.44,2.01,9,149
flow,5.39,1.74,84,4.42,1.82,77,5.68,0.89,19,5.43,0.79,7,3.71,2.28,21,4.57,2.76,7,701
flower,NA,NA,NA,5.95,2.1,22,7.3,1.87,20,6.43,1.99,7,3.67,2.59,49,3.92,2.45,24,1161
flu,NA,NA,NA,4.68,1.73,19,2.58,1.8,19,2.25,0.71,8,4,2.41,21,4.1,2.47,10,444
flush,4.81,1.42,16,4.46,1.61,26,4.67,1.39,21,4.33,1.21,6,4.35,2.13,20,5.2,2.1,10,478
flute,NA,NA,NA,4.85,2.11,20,6.29,2.41,21,6.38,2.25,16,3.72,2.44,25,3.5,2.68,14,108
flyer,5.41,1.89,37,4.2,2.13,49,4.95,1.36,21,5,0.82,4,3.76,2.07,21,3.9,2.47,10,173
fog,4.2,2.4,15,4.35,2.09,17,5.77,1.6,22,5.9,1.79,10,3.67,2.06,21,3.09,2.07,11,482
folk,5.73,1.1,15,3.71,1.65,17,6.17,1.62,18,5.55,1.21,11,2.45,1.67,20,2.44,2.01,9,365
food,7.3,1.92,27,6.3,2.53,33,7.52,1.38,42,7.33,1.14,18,4.69,2.63,42,4.79,2.68,19,7876
fool,NA,NA,NA,5.19,2.52,21,3.56,2.15,18,3.64,1.8,11,4.86,2.5,21,4.33,2.55,9,4556
foot,4.85,1.58,59,4.6,1.95,58,4.68,1.42,19,5,0.94,10,2.77,1.57,22,3.2,1.69,10,3311
football,NA,NA,NA,5.45,1.97,22,6.52,2.23,21,7,1.86,12,5.65,2.89,20,5.89,2.8,9,1914
forbid,3.08,1.68,36,5.08,1.69,48,2.82,1.33,22,2.38,0.92,8,4.85,2.57,26,4.38,2.47,13,436
force,4.19,2.17,59,5.24,2.42,58,4.17,2.23,18,3.91,1.45,11,5.35,2.76,20,5.56,3.24,9,3604
forehead,4.62,1.27,26,4.28,1.55,32,5.04,1.61,23,4.75,1.86,12,3.14,2.01,22,3.27,1.95,11,400
foreign,4.68,1.78,37,4.94,2.14,49,4.86,1.55,22,5,2.14,8,5.43,2.63,23,6.67,2.5,9,1137
forget,3.97,1.98,37,4.65,2.1,49,3.73,1.28,22,3.79,1.48,14,4.43,2.31,21,4.33,1.73,9,14130
fork,5.43,0.76,14,NA,NA,NA,5.47,1.02,19,6,0.87,9,3.35,2.18,20,4.29,2.43,7,450
formal,5.63,1.33,27,4.76,2.08,33,5.37,1.3,19,5.14,1.86,7,4.48,1.89,21,5,2.45,7,424
fortune,7.31,1.85,16,5.63,2.59,27,7.24,1.58,21,7.25,1.54,12,5.8,2.71,20,5.11,2.26,9,1518
foul,4,2.02,27,4.71,2.28,31,3,1.45,20,3.6,1.35,10,4.09,2.45,23,5.1,2.81,10,738
founder,NA,NA,NA,5.15,2.03,20,5.45,1.36,20,5.55,1.44,11,3.95,1.82,20,3.91,1.7,11,108
foxy,5.03,1.99,77,5,2.07,69,6,2.21,21,6.25,2.14,12,4.75,3.03,24,5.3,2.5,10,156
fraction,4.22,1.22,27,4.78,1.96,32,5.21,1.32,19,5.14,1.95,7,3.95,2.18,21,4.43,2.7,7,104
fragile,4.37,1.71,27,4.16,1.99,32,4.67,1.2,21,5,1.1,11,3.05,1.96,22,2.2,1.64,5,262
freaky,4,1.85,59,5.28,1.9,57,4.26,2.31,19,4.4,2.12,10,6.05,2.13,22,6.89,2.03,9,255
free,7.57,1.34,14,NA,NA,NA,8.25,1.36,870,8.17,1.49,418,5.38,3.04,42,5.44,2.87,16,9054
freezer,4.57,2.47,14,NA,NA,NA,5.32,1.67,19,5.33,2.06,9,2.7,1.98,20,3.86,2.41,7,263
freezing,3.14,2.03,14,NA,NA,NA,3.33,1.88,18,3.14,1.35,7,5.84,2.14,19,4.67,2.18,9,680
frenzy,4.52,1.31,27,5.17,2.1,30,4.2,1.79,20,4.33,1.8,9,5.96,2.14,23,6.09,1.58,11,103
frequency,5.71,1.64,14,NA,NA,NA,5.19,1.81,21,5.08,2.23,12,4.87,2.36,23,4.94,2.26,16,337
frequent,5.45,1.77,60,4.93,2.02,58,5.57,1.36,21,5.75,1.89,4,4.05,2.09,20,4.1,2.51,10,140
fresh,7.57,1.3,37,5.49,2.34,49,6.67,1.81,18,6,1.67,11,2.35,1.76,20,2.11,1.69,9,2780
friend,7.81,1.43,36,5.69,2.35,48,6.79,2.49,19,7,2.45,10,4.29,2.69,21,5.14,2.73,7,21384
friendly,7.44,1.97,16,5.07,2.32,27,7.84,0.96,19,7.9,0.99,10,4.27,2.81,44,3.82,2.63,22,1328
frighten,2.82,1.68,85,5.25,2.29,77,2.95,2.04,21,3.78,2.59,9,4.85,2.85,20,4.89,2.47,9,324
frightened,NA,NA,NA,5.45,2.02,22,2.45,1.23,20,2.6,1.07,10,5.61,2.97,18,5.9,3.07,10,1186
frontier,4.89,1.37,53,5.04,1.72,51,6.53,1.62,17,6,1.67,6,3.95,2.26,20,4.22,2.73,9,167
